wandb: Detected [openai] in use.
wandb: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
wandb: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                
{'loss': 1.0202, 'grad_norm': 8.223404120347064, 'learning_rate': 0.0, 'epoch': 0.01}
{'loss': 0.6171, 'grad_norm': 1.06485720147272, 'learning_rate': 5.0961652739384356e-06, 'epoch': 1.65}
{'loss': 0.6021, 'grad_norm': 1.0372974287957206, 'learning_rate': 5.032056848270056e-06, 'epoch': 1.66}
{'loss': 0.5489, 'grad_norm': 1.0723398477933286, 'learning_rate': 4.967943151729945e-06, 'epoch': 1.67}
{'loss': 0.6555, 'grad_norm': 1.3631650102518604, 'learning_rate': 4.903834726061565e-06, 'epoch': 1.68}
{'loss': 0.604, 'grad_norm': 1.1725847146558093, 'learning_rate': 4.839742112141725e-06, 'epoch': 1.69}
{'loss': 0.6052, 'grad_norm': 1.1884156625503919, 'learning_rate': 4.775675848247427e-06, 'epoch': 1.7}
{'loss': 0.655, 'grad_norm': 1.290420304077928, 'learning_rate': 4.711646468323129e-06, 'epoch': 1.71}
{'loss': 0.5612, 'grad_norm': 1.1119364717265738, 'learning_rate': 4.64766450024873e-06, 'epoch': 1.73}
{'loss': 0.6756, 'grad_norm': 1.3849074981842737, 'learning_rate': 4.583740464108554e-06, 'epoch': 1.74}
{'loss': 0.621, 'grad_norm': 1.2024444055854366, 'learning_rate': 4.5198848704615915e-06, 'epoch': 1.75}
{'loss': 0.6737, 'grad_norm': 1.2849320073118875, 'learning_rate': 4.456108218613346e-06, 'epoch': 1.76}
{'loss': 0.6192, 'grad_norm': 1.2106958364035147, 'learning_rate': 4.392420994889498e-06, 'epoch': 1.77}
{'loss': 0.6582, 'grad_norm': 1.1827320152389316, 'learning_rate': 4.3288336709117246e-06, 'epoch': 1.78}
{'loss': 0.6566, 'grad_norm': 1.3265494210281374, 'learning_rate': 4.265356701875911e-06, 'epoch': 1.79}
{'loss': 0.6929, 'grad_norm': 1.2239591651929909, 'learning_rate': 4.2020005248331056e-06, 'epoch': 1.8}
{'loss': 0.4943, 'grad_norm': 1.0066681393424564, 'learning_rate': 4.138775556973406e-06, 'epoch': 1.81}
{'loss': 0.532, 'grad_norm': 1.0818279235866923, 'learning_rate': 4.075692193913156e-06, 'epoch': 1.82}
{'loss': 0.7835, 'grad_norm': 1.3078733917573766, 'learning_rate': 4.012760807985665e-06, 'epoch': 1.84}
{'loss': 0.6239, 'grad_norm': 1.1161786427778542, 'learning_rate': 3.949991746535753e-06, 'epoch': 1.85}
{'loss': 0.5466, 'grad_norm': 1.0349816883594325, 'learning_rate': 3.887395330218429e-06, 'epoch': 1.86}
{'loss': 0.6575, 'grad_norm': 1.1340191712463317, 'learning_rate': 3.824981851301924e-06, 'epoch': 1.87}
{'loss': 0.6305, 'grad_norm': 1.0488643003191809, 'learning_rate': 3.7627615719754294e-06, 'epoch': 1.88}
{'loss': 0.5761, 'grad_norm': 0.9878965869287936, 'learning_rate': 3.7007447226617367e-06, 'epoch': 1.89}
{'loss': 0.6018, 'grad_norm': 1.126903087337115, 'learning_rate': 3.638941500335145e-06, 'epoch': 1.9}
{'loss': 0.6594, 'grad_norm': 1.3562577798924467, 'learning_rate': 3.5773620668448384e-06, 'epoch': 1.91}
{'loss': 0.742, 'grad_norm': 1.270286891400344, 'learning_rate': 3.516016547244047e-06, 'epoch': 1.92}
{'loss': 0.6279, 'grad_norm': 1.153490694798471, 'learning_rate': 3.4549150281252635e-06, 'epoch': 1.93}
{'loss': 0.5493, 'grad_norm': 0.9599248127182608, 'learning_rate': 3.3940675559617724e-06, 'epoch': 1.95}
{'loss': 0.642, 'grad_norm': 1.1318680043287597, 'learning_rate': 3.3334841354557923e-06, 'epoch': 1.96}
{'loss': 0.5488, 'grad_norm': 1.1966599922406183, 'learning_rate': 3.273174727893463e-06, 'epoch': 1.97}
{'loss': 0.6616, 'grad_norm': 1.3345425015413084, 'learning_rate': 3.213149249506997e-06, 'epoch': 1.98}
{'loss': 0.6431, 'grad_norm': 1.1184870893243954, 'learning_rate': 3.1534175698442194e-06, 'epoch': 1.99}
{'loss': 0.5471, 'grad_norm': 1.237852668565281, 'learning_rate': 3.093989510145792e-06, 'epoch': 2.0}
{'loss': 0.5179, 'grad_norm': 1.2068052285568298, 'learning_rate': 3.0348748417303826e-06, 'epoch': 2.01}
{'loss': 0.6321, 'grad_norm': 1.1352006173323839, 'learning_rate': 2.976083284388031e-06, 'epoch': 2.02}
{'loss': 0.6081, 'grad_norm': 1.2738880907561327, 'learning_rate': 2.9176245047820064e-06, 'epoch': 2.03}
{'loss': 0.5949, 'grad_norm': 1.1685049841987996, 'learning_rate': 2.859508114859374e-06, 'epoch': 2.04}
{'loss': 0.6238, 'grad_norm': 1.289737418657295, 'learning_rate': 2.80174367027059e-06, 'epoch': 2.05}
{'loss': 0.5436, 'grad_norm': 1.0533313729198601, 'learning_rate': 2.7443406687983267e-06, 'epoch': 2.07}
{'loss': 0.5871, 'grad_norm': 1.020048255574543, 'learning_rate': 2.687308548795825e-06, 'epoch': 2.08}
{'loss': 0.5918, 'grad_norm': 1.1725968397384938, 'learning_rate': 2.6306566876350072e-06, 'epoch': 2.09}
{'loss': 0.6056, 'grad_norm': 1.2371511559015431, 'learning_rate': 2.5743944001646394e-06, 'epoch': 2.1}
{'loss': 0.5056, 'grad_norm': 1.0530606911066418, 'learning_rate': 2.5185309371787515e-06, 'epoch': 2.11}
{'loss': 0.5944, 'grad_norm': 1.32023281157931, 'learning_rate': 2.46307548389559e-06, 'epoch': 2.12}
{'loss': 0.5913, 'grad_norm': 1.1867233128359942, 'learning_rate': 2.408037158447375e-06, 'epoch': 2.13}
{'loss': 0.6544, 'grad_norm': 1.1969665334138864, 'learning_rate': 2.353425010381063e-06, 'epoch': 2.14}
{'loss': 0.6213, 'grad_norm': 1.2175112241459913, 'learning_rate': 2.2992480191704003e-06, 'epoch': 2.15}
{'loss': 0.6069, 'grad_norm': 1.3602299477481103, 'learning_rate': 2.245515092739488e-06, 'epoch': 2.16}
{'loss': 0.6071, 'grad_norm': 1.3417142507287438, 'learning_rate': 2.1922350659981262e-06, 'epoch': 2.18}
{'loss': 0.5685, 'grad_norm': 1.0074243125402027, 'learning_rate': 2.139416699389153e-06, 'epoch': 2.19}
{'loss': 0.6033, 'grad_norm': 1.2077873269041692, 'learning_rate': 2.08706867744802e-06, 'epoch': 2.2}
[INFO|configuration_utils.py:424] 2026-01-21 01:21:41,788 >> Configuration saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/config.json
[INFO|configuration_utils.py:904] 2026-01-21 01:21:41,789 >> Configuration saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/generation_config.json
[INFO|modeling_utils.py:3725] 2026-01-21 01:21:42,563 >> Model weights saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/model.safetensors
[INFO|tokenization_utils_base.py:2356] 2026-01-21 01:21:42,564 >> chat template saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/chat_template.jinja
[INFO|tokenization_utils_base.py:2525] 2026-01-21 01:21:42,564 >> tokenizer config file saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/tokenizer_config.json
[INFO|tokenization_utils_base.py:2534] 2026-01-21 01:21:42,564 >> Special tokens file saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/special_tokens_map.json
/home/test/anaconda3/envs/lf/lib/python3.11/site-packages/torch/distributed/distributed_c10d.py:4876: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  warnings.warn(  # warn only once
[2026-01-21 01:21:42,695] [INFO] [logging.py:128:log_dist] [Rank 0] [Torch] Checkpoint global_step200 is about to be saved!
[2026-01-21 01:21:42,701] [INFO] [logging.py:128:log_dist] [Rank 0] Saving model checkpoint: /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/global_step200/zero_pp_rank_0_mp_rank_00_model_states.pt
[2026-01-21 01:21:42,701] [INFO] [torch_checkpoint_engine.py:21:save] [Torch] Saving /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/global_step200/zero_pp_rank_0_mp_rank_00_model_states.pt...
[2026-01-21 01:21:42,710] [INFO] [torch_checkpoint_engine.py:23:save] [Torch] Saved /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/global_step200/zero_pp_rank_0_mp_rank_00_model_states.pt.
[2026-01-21 01:21:42,713] [INFO] [torch_checkpoint_engine.py:21:save] [Torch] Saving /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/global_step200/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt...
[2026-01-21 01:21:44,154] [INFO] [torch_checkpoint_engine.py:23:save] [Torch] Saved /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/global_step200/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt.
[2026-01-21 01:21:44,155] [INFO] [engine.py:3567:_save_zero_checkpoint] zero checkpoint saved /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_3/checkpoint-200/global_step200/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt
