wandb: Detected [openai] in use.
wandb: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
wandb: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                 
{'loss': 0.9408, 'grad_norm': 6.82804679705726, 'learning_rate': 0.0, 'epoch': 0.01}
{'loss': 0.6644, 'grad_norm': 1.1682951058010742, 'learning_rate': 9.601490359250616e-06, 'epoch': 0.65}
{'loss': 0.6004, 'grad_norm': 1.1013927002630415, 'learning_rate': 9.580542287160348e-06, 'epoch': 0.66}
{'loss': 0.8, 'grad_norm': 1.4773253070353771, 'learning_rate': 9.559081708196696e-06, 'epoch': 0.67}
{'loss': 0.6594, 'grad_norm': 1.1093683351132946, 'learning_rate': 9.537111023536973e-06, 'epoch': 0.68}
{'loss': 0.6333, 'grad_norm': 1.0312258794489142, 'learning_rate': 9.514632691433108e-06, 'epoch': 0.69}
{'loss': 0.7121, 'grad_norm': 1.1694861756373636, 'learning_rate': 9.491649226936586e-06, 'epoch': 0.7}
{'loss': 0.6563, 'grad_norm': 1.2378084736570436, 'learning_rate': 9.468163201617063e-06, 'epoch': 0.71}
{'loss': 0.7278, 'grad_norm': 1.2047395953815594, 'learning_rate': 9.444177243274619e-06, 'epoch': 0.72}
{'loss': 0.7003, 'grad_norm': 1.2910233267770803, 'learning_rate': 9.419694035645753e-06, 'epoch': 0.73}
{'loss': 0.7292, 'grad_norm': 1.356512795313836, 'learning_rate': 9.394716318103098e-06, 'epoch': 0.74}
{'loss': 0.7275, 'grad_norm': 1.1702797014328676, 'learning_rate': 9.369246885348926e-06, 'epoch': 0.75}
{'loss': 0.6885, 'grad_norm': 1.3799287103643754, 'learning_rate': 9.343288587102444e-06, 'epoch': 0.75}
{'loss': 0.6417, 'grad_norm': 1.1360814798699197, 'learning_rate': 9.316844327780955e-06, 'epoch': 0.76}
{'loss': 0.7503, 'grad_norm': 1.4687949840671637, 'learning_rate': 9.289917066174887e-06, 'epoch': 0.77}
{'loss': 0.6651, 'grad_norm': 1.2971662405754971, 'learning_rate': 9.262509815116732e-06, 'epoch': 0.78}
{'loss': 0.6456, 'grad_norm': 1.2770906999904232, 'learning_rate': 9.234625641143962e-06, 'epoch': 0.79}
{'loss': 0.6406, 'grad_norm': 1.1330470526179515, 'learning_rate': 9.206267664155906e-06, 'epoch': 0.8}
{'loss': 0.7201, 'grad_norm': 1.2582212758900613, 'learning_rate': 9.177439057064684e-06, 'epoch': 0.81}
{'loss': 0.7227, 'grad_norm': 1.2735374044354582, 'learning_rate': 9.148143045440181e-06, 'epoch': 0.82}
{'loss': 0.7817, 'grad_norm': 1.492394827918241, 'learning_rate': 9.118382907149164e-06, 'epoch': 0.83}
{'loss': 0.8338, 'grad_norm': 1.3140081038684372, 'learning_rate': 9.088161971988517e-06, 'epoch': 0.84}
{'loss': 0.7891, 'grad_norm': 1.3653804378590417, 'learning_rate': 9.057483621312671e-06, 'epoch': 0.85}
{'loss': 0.6947, 'grad_norm': 1.3427140408522098, 'learning_rate': 9.026351287655294e-06, 'epoch': 0.85}
{'loss': 0.8606, 'grad_norm': 1.4002576469238088, 'learning_rate': 8.994768454345207e-06, 'epoch': 0.86}
{'loss': 0.6055, 'grad_norm': 1.0589529931124013, 'learning_rate': 8.96273865511666e-06, 'epoch': 0.87}
{'loss': 0.6127, 'grad_norm': 1.1556636105787306, 'learning_rate': 8.930265473713939e-06, 'epoch': 0.88}
{'loss': 0.5884, 'grad_norm': 1.1144910901196596, 'learning_rate': 8.897352543490396e-06, 'epoch': 0.89}
{'loss': 0.6022, 'grad_norm': 1.1265821207461317, 'learning_rate': 8.864003547001916e-06, 'epoch': 0.9}
{'loss': 0.8861, 'grad_norm': 1.490629582913106, 'learning_rate': 8.83022221559489e-06, 'epoch': 0.91}
{'loss': 0.7421, 'grad_norm': 1.216654640119338, 'learning_rate': 8.796012328988716e-06, 'epoch': 0.92}
{'loss': 0.6181, 'grad_norm': 1.1768174323087635, 'learning_rate': 8.7613777148529e-06, 'epoch': 0.93}
{'loss': 0.7386, 'grad_norm': 1.1586515790055383, 'learning_rate': 8.726322248378775e-06, 'epoch': 0.94}
{'loss': 0.9331, 'grad_norm': 1.5125921481173723, 'learning_rate': 8.690849851845933e-06, 'epoch': 0.95}
{'loss': 0.6784, 'grad_norm': 1.3108220920169174, 'learning_rate': 8.65496449418336e-06, 'epoch': 0.95}
{'loss': 0.6695, 'grad_norm': 1.1658413317462872, 'learning_rate': 8.61867019052535e-06, 'epoch': 0.96}
{'loss': 0.7183, 'grad_norm': 1.2593229671040136, 'learning_rate': 8.581971001762287e-06, 'epoch': 0.97}
{'loss': 0.7666, 'grad_norm': 1.2518818915638472, 'learning_rate': 8.54487103408625e-06, 'epoch': 0.98}
{'loss': 0.722, 'grad_norm': 1.3003761369489968, 'learning_rate': 8.507374438531606e-06, 'epoch': 0.99}
{'loss': 0.7735, 'grad_norm': 1.3344152602694042, 'learning_rate': 8.469485410510545e-06, 'epoch': 1.0}
{'loss': 0.741, 'grad_norm': 1.3858835566604462, 'learning_rate': 8.43120818934367e-06, 'epoch': 1.01}
{'loss': 0.6533, 'grad_norm': 1.3207908677947449, 'learning_rate': 8.392547057785662e-06, 'epoch': 1.02}
{'loss': 0.6092, 'grad_norm': 1.0174309374011885, 'learning_rate': 8.353506341546106e-06, 'epoch': 1.03}
{'loss': 0.7095, 'grad_norm': 1.1623268597670011, 'learning_rate': 8.314090408805481e-06, 'epoch': 1.04}
{'loss': 0.6644, 'grad_norm': 1.3045020646156378, 'learning_rate': 8.274303669726427e-06, 'epoch': 1.05}
{'loss': 0.7639, 'grad_norm': 1.4178310306364867, 'learning_rate': 8.234150575960288e-06, 'epoch': 1.05}
{'loss': 0.5674, 'grad_norm': 1.236609329483274, 'learning_rate': 8.193635620149041e-06, 'epoch': 1.06}
{'loss': 0.6831, 'grad_norm': 1.3078723625266537, 'learning_rate': 8.152763335422612e-06, 'epoch': 1.07}
{'loss': 0.5962, 'grad_norm': 1.2181148579342589, 'learning_rate': 8.111538294891684e-06, 'epoch': 1.08}
{'loss': 0.6713, 'grad_norm': 1.4614281223499472, 'learning_rate': 8.06996511113601e-06, 'epoch': 1.09}
{'loss': 0.6164, 'grad_norm': 1.342707792400169, 'learning_rate': 8.028048435688333e-06, 'epoch': 1.1}
{'loss': 0.6284, 'grad_norm': 1.19971036107672, 'learning_rate': 7.985792958513932e-06, 'epoch': 1.11}
{'loss': 0.6719, 'grad_norm': 1.184110667841681, 'learning_rate': 7.943203407485864e-06, 'epoch': 1.12}
{'loss': 0.7074, 'grad_norm': 1.2796553026390405, 'learning_rate': 7.900284547855992e-06, 'epoch': 1.13}
{'loss': 0.7225, 'grad_norm': 1.3542479721197305, 'learning_rate': 7.857041181721788e-06, 'epoch': 1.14}
{'loss': 0.6364, 'grad_norm': 1.2174297341543259, 'learning_rate': 7.813478147489052e-06, 'epoch': 1.15}
{'loss': 0.6791, 'grad_norm': 1.2059168020619322, 'learning_rate': 7.769600319330553e-06, 'epoch': 1.15}
{'loss': 0.6606, 'grad_norm': 1.337608111420273, 'learning_rate': 7.725412606640658e-06, 'epoch': 1.16}
{'loss': 0.68, 'grad_norm': 1.3637481342467275, 'learning_rate': 7.680919953486047e-06, 'epoch': 1.17}
{'loss': 0.7071, 'grad_norm': 1.2605829146538883, 'learning_rate': 7.636127338052513e-06, 'epoch': 1.18}
{'loss': 0.7781, 'grad_norm': 1.285502662377664, 'learning_rate': 7.5910397720879785e-06, 'epoch': 1.19}
{'loss': 0.6086, 'grad_norm': 1.2496166976357124, 'learning_rate': 7.545662300341736e-06, 'epoch': 1.2}
{'loss': 0.6106, 'grad_norm': 1.2609957841456243, 'learning_rate': 7.500000000000001e-06, 'epoch': 1.21}
{'loss': 0.5865, 'grad_norm': 1.170184982436914, 'learning_rate': 7.454057980117842e-06, 'epoch': 1.22}
{'loss': 0.757, 'grad_norm': 1.4132479002288252, 'learning_rate': 7.407841381047533e-06, 'epoch': 1.23}
{'loss': 0.6143, 'grad_norm': 1.189290914217744, 'learning_rate': 7.361355373863415e-06, 'epoch': 1.24}
{'loss': 0.6135, 'grad_norm': 1.2842502249930932, 'learning_rate': 7.314605159783313e-06, 'epoch': 1.25}
{'loss': 0.7009, 'grad_norm': 1.273007921138371, 'learning_rate': 7.2675959695865896e-06, 'epoch': 1.25}
{'loss': 0.6623, 'grad_norm': 1.3635394695419105, 'learning_rate': 7.2203330630288714e-06, 'epoch': 1.26}
{'loss': 0.6771, 'grad_norm': 1.4639122266604352, 'learning_rate': 7.172821728253563e-06, 'epoch': 1.27}
{'loss': 0.5551, 'grad_norm': 1.1291362967165686, 'learning_rate': 7.1250672812001505e-06, 'epoch': 1.28}
{'loss': 0.7149, 'grad_norm': 1.2113410155716051, 'learning_rate': 7.0770750650094335e-06, 'epoch': 1.29}
{'loss': 0.6613, 'grad_norm': 1.4100365334573557, 'learning_rate': 7.02885044942567e-06, 'epoch': 1.3}
{'loss': 0.7746, 'grad_norm': 1.5739916830114065, 'learning_rate': 6.980398830195785e-06, 'epoch': 1.31}
{'loss': 0.6403, 'grad_norm': 1.2392967503797927, 'learning_rate': 6.931725628465643e-06, 'epoch': 1.32}
{'loss': 0.6718, 'grad_norm': 1.4321633029230516, 'learning_rate': 6.882836290173493e-06, 'epoch': 1.33}
{'loss': 0.6118, 'grad_norm': 1.1704189506217368, 'learning_rate': 6.833736285440632e-06, 'epoch': 1.34}
{'loss': 0.7401, 'grad_norm': 1.3835100036441745, 'learning_rate': 6.78443110795936e-06, 'epoch': 1.35}
{'loss': 0.8374, 'grad_norm': 1.313628412169464, 'learning_rate': 6.734926274378313e-06, 'epoch': 1.35}
{'loss': 0.6643, 'grad_norm': 1.2646036193606702, 'learning_rate': 6.685227323685209e-06, 'epoch': 1.36}
{'loss': 0.6665, 'grad_norm': 1.2702146192203647, 'learning_rate': 6.635339816587109e-06, 'epoch': 1.37}
{'loss': 0.6078, 'grad_norm': 1.1285813329530816, 'learning_rate': 6.5852693348882345e-06, 'epoch': 1.38}
{'loss': 0.6392, 'grad_norm': 1.3323329055279758, 'learning_rate': 6.535021480865439e-06, 'epoch': 1.39}
{'loss': 0.5761, 'grad_norm': 1.1788952654263936, 'learning_rate': 6.484601876641375e-06, 'epoch': 1.4}
{'loss': 0.6345, 'grad_norm': 1.2763294939038698, 'learning_rate': 6.434016163555452e-06, 'epoch': 1.41}
{'loss': 0.6764, 'grad_norm': 1.613315884309965, 'learning_rate': 6.383270001532636e-06, 'epoch': 1.42}
{'loss': 0.6279, 'grad_norm': 1.2534495949173112, 'learning_rate': 6.332369068450175e-06, 'epoch': 1.43}
{'loss': 0.6269, 'grad_norm': 1.3437390161035676, 'learning_rate': 6.2813190595023135e-06, 'epoch': 1.44}
{'loss': 0.6702, 'grad_norm': 1.1161246988252187, 'learning_rate': 6.230125686563068e-06, 'epoch': 1.45}
{'loss': 0.6456, 'grad_norm': 1.6383192559246686, 'learning_rate': 6.178794677547138e-06, 'epoch': 1.45}
{'loss': 0.6817, 'grad_norm': 1.19073518904592, 'learning_rate': 6.127331775769023e-06, 'epoch': 1.46}
{'loss': 0.6511, 'grad_norm': 1.21360247502908, 'learning_rate': 6.07574273930042e-06, 'epoch': 1.47}
{'loss': 0.7512, 'grad_norm': 1.3957013997251642, 'learning_rate': 6.024033340325954e-06, 'epoch': 1.48}
{'loss': 0.6886, 'grad_norm': 1.3365681279745454, 'learning_rate': 5.972209364497355e-06, 'epoch': 1.49}
{'loss': 0.5539, 'grad_norm': 1.1568130275995863, 'learning_rate': 5.920276610286102e-06, 'epoch': 1.5}
{'loss': 0.5637, 'grad_norm': 1.076432499531767, 'learning_rate': 5.8682408883346535e-06, 'epoch': 1.51}
{'loss': 0.6634, 'grad_norm': 1.2626116178858668, 'learning_rate': 5.816108020806297e-06, 'epoch': 1.52}
{'loss': 0.5639, 'grad_norm': 1.1905295632374349, 'learning_rate': 5.763883840733736e-06, 'epoch': 1.53}
{'loss': 0.5847, 'grad_norm': 1.193446941591136, 'learning_rate': 5.711574191366427e-06, 'epoch': 1.54}
{'loss': 0.6492, 'grad_norm': 1.4094172467084871, 'learning_rate': 5.659184925516802e-06, 'epoch': 1.55}
{'loss': 0.5272, 'grad_norm': 1.0756125042172322, 'learning_rate': 5.60672190490541e-06, 'epoch': 1.55}
{'loss': 0.7284, 'grad_norm': 1.305354788623197, 'learning_rate': 5.5541909995050554e-06, 'epoch': 1.56}
{'loss': 0.7365, 'grad_norm': 1.5788807337001654, 'learning_rate': 5.5015980868840254e-06, 'epoch': 1.57}
{'loss': 0.6383, 'grad_norm': 1.2744109114179474, 'learning_rate': 5.448949051548459e-06, 'epoch': 1.58}
{'loss': 0.6347, 'grad_norm': 1.20540873466705, 'learning_rate': 5.396249784283943e-06, 'epoch': 1.59}
{'loss': 0.6404, 'grad_norm': 1.3112606361128905, 'learning_rate': 5.343506181496405e-06, 'epoch': 1.6}
{'loss': 0.5959, 'grad_norm': 1.2673157945743532, 'learning_rate': 5.290724144552379e-06, 'epoch': 1.61}
{'loss': 0.6622, 'grad_norm': 1.2654014505319398, 'learning_rate': 5.237909579118713e-06, 'epoch': 1.62}
{'loss': 0.6145, 'grad_norm': 1.1722076011459388, 'learning_rate': 5.185068394501791e-06, 'epoch': 1.63}
{'loss': 0.6375, 'grad_norm': 1.0775559301897686, 'learning_rate': 5.132206502986368e-06, 'epoch': 1.64}
{'loss': 0.6387, 'grad_norm': 1.3105743799949778, 'learning_rate': 5.07932981917404e-06, 'epoch': 1.65}
{'loss': 0.6692, 'grad_norm': 1.1498648125593922, 'learning_rate': 5.026444259321489e-06, 'epoch': 1.65}
{'loss': 0.616, 'grad_norm': 1.3159633445137238, 'learning_rate': 4.973555740678512e-06, 'epoch': 1.66}
{'loss': 0.5571, 'grad_norm': 1.1748345452908522, 'learning_rate': 4.9206701808259605e-06, 'epoch': 1.67}
{'loss': 0.7026, 'grad_norm': 1.3257922531893584, 'learning_rate': 4.867793497013634e-06, 'epoch': 1.68}
{'loss': 0.6297, 'grad_norm': 1.2452667670956565, 'learning_rate': 4.81493160549821e-06, 'epoch': 1.69}
{'loss': 0.6317, 'grad_norm': 1.2207010475318736, 'learning_rate': 4.762090420881289e-06, 'epoch': 1.7}
{'loss': 0.76, 'grad_norm': 1.4141417441904738, 'learning_rate': 4.7092758554476215e-06, 'epoch': 1.71}
{'loss': 0.6014, 'grad_norm': 1.20136490313417, 'learning_rate': 4.6564938185035954e-06, 'epoch': 1.72}
{'loss': 0.6977, 'grad_norm': 1.367760641774699, 'learning_rate': 4.603750215716057e-06, 'epoch': 1.73}
{'loss': 0.601, 'grad_norm': 1.105572964253932, 'learning_rate': 4.551050948451542e-06, 'epoch': 1.74}
{'loss': 0.6533, 'grad_norm': 1.4411368201425494, 'learning_rate': 4.498401913115975e-06, 'epoch': 1.75}
{'loss': 0.7586, 'grad_norm': 1.3285054279745245, 'learning_rate': 4.445809000494945e-06, 'epoch': 1.75}
{'loss': 0.5039, 'grad_norm': 1.167152351969262, 'learning_rate': 4.393278095094591e-06, 'epoch': 1.76}
{'loss': 0.5861, 'grad_norm': 1.107472280887239, 'learning_rate': 4.340815074483199e-06, 'epoch': 1.77}
{'loss': 0.6897, 'grad_norm': 1.2354007694928033, 'learning_rate': 4.2884258086335755e-06, 'epoch': 1.78}
{'loss': 0.7743, 'grad_norm': 1.3469789531190683, 'learning_rate': 4.2361161592662655e-06, 'epoch': 1.79}
{'loss': 0.6364, 'grad_norm': 1.285259673404843, 'learning_rate': 4.183891979193703e-06, 'epoch': 1.8}
{'loss': 0.7125, 'grad_norm': 1.337948946164975, 'learning_rate': 4.131759111665349e-06, 'epoch': 1.81}
{'loss': 0.6074, 'grad_norm': 1.0610764352689506, 'learning_rate': 4.079723389713899e-06, 'epoch': 1.82}
[INFO|configuration_utils.py:424] 2026-01-21 03:08:04,893 >> Configuration saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/config.json
[INFO|configuration_utils.py:904] 2026-01-21 03:08:04,893 >> Configuration saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/generation_config.json
[INFO|modeling_utils.py:3725] 2026-01-21 03:08:05,694 >> Model weights saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/model.safetensors
[INFO|tokenization_utils_base.py:2356] 2026-01-21 03:08:05,695 >> chat template saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/chat_template.jinja
[INFO|tokenization_utils_base.py:2525] 2026-01-21 03:08:05,696 >> tokenizer config file saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/tokenizer_config.json
[INFO|tokenization_utils_base.py:2534] 2026-01-21 03:08:05,696 >> Special tokens file saved in /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/special_tokens_map.json
/home/test/anaconda3/envs/lf/lib/python3.11/site-packages/torch/distributed/distributed_c10d.py:4876: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  warnings.warn(  # warn only once
[2026-01-21 03:08:05,845] [INFO] [logging.py:128:log_dist] [Rank 0] [Torch] Checkpoint global_step200 is about to be saved!
[2026-01-21 03:08:05,852] [INFO] [logging.py:128:log_dist] [Rank 0] Saving model checkpoint: /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/global_step200/zero_pp_rank_0_mp_rank_00_model_states.pt
[2026-01-21 03:08:05,852] [INFO] [torch_checkpoint_engine.py:21:save] [Torch] Saving /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/global_step200/zero_pp_rank_0_mp_rank_00_model_states.pt...
[2026-01-21 03:08:05,861] [INFO] [torch_checkpoint_engine.py:23:save] [Torch] Saved /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/global_step200/zero_pp_rank_0_mp_rank_00_model_states.pt.
[2026-01-21 03:08:05,865] [INFO] [torch_checkpoint_engine.py:21:save] [Torch] Saving /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/global_step200/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt...
[2026-01-21 03:08:07,252] [INFO] [torch_checkpoint_engine.py:23:save] [Torch] Saved /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/global_step200/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt.
[2026-01-21 03:08:07,253] [INFO] [engine.py:3567:_save_zero_checkpoint] zero checkpoint saved /home/test/My_codes/West/ID/DataFlywheel/saves/qwen3-0.6b/iter_4/checkpoint-200/global_step200/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt
